room,time
00R0,4.178396
01R1,10.159805
00R1,18.498962
01B1,27.747667
00B1,35.383339
00W0,44.703396
00W1,50.730606
10R0,59.53442
01B0,65.674637
00B0,73.620728
01W0,80.015427
01R0,86.661324
