room,wall_A_offset,wall_B_offset
00B0,0.0,0.0
01R0,0.0,0.0
11W0,0.0,0.0
11B0,0.0,0.0
00W1,3.070482,3.154576
11R1,3.501938,3.769463
10W1,2.885128,3.718513
10R1,2.624928,3.452452
11B1,3.550188,3.888073
10B0,0.0,0.0
11R0,0.0,0.0
00B1,3.021088,3.247414
