room,wall_A_offset,wall_B_offset
00B1,3.767632,3.161901
11R0,0.0,0.0
00R1,2.933561,2.84434
10W1,2.864986,2.638524
10B1,2.992935,3.109394
10B0,0.0,0.0
00W1,2.56766,3.49855
11W1,3.671133,3.712836
01W0,0.0,0.0
01W1,3.990295,2.659856
00R0,0.0,0.0
11W0,0.0,0.0
