room,wall_A_offset,wall_B_offset
11R1,3.973083,3.44554
01R1,2.814859,2.514145
11W0,0.0,0.0
11B1,3.048784,2.81756
00B0,0.0,0.0
00W1,2.935484,3.539521
00R0,0.0,0.0
01R0,0.0,0.0
11W1,2.664617,3.716224
10R0,0.0,0.0
01W0,0.0,0.0
00R1,2.529069,2.679815
