room,time
10W0,2.832952
00R1,8.846699
11W1,18.12221
11B1,27.60512
01B0,37.922768
11B0,43.781479
01R1,51.353725
10R0,60.440037
00B1,66.182861
01W1,75.211632
01R0,84.40802
00B0,89.90567
