room,wall_A_offset,wall_B_offset
00W0,0.0,0.0
00R1,3.217704,2.716437
10W0,0.0,0.0
11R0,0.0,0.0
11W0,0.0,0.0
10R1,3.273049,2.874691
01B0,0.0,0.0
00W1,2.962493,3.883084
01B1,3.530915,3.792947
11B0,0.0,0.0
11R1,2.565187,3.006806
10R0,0.0,0.0
