room,wall_A_offset,wall_B_offset
00B0,0.0,0.0
11R0,0.0,0.0
01B1,3.055513,3.54355
10W1,2.756127,2.707419
00W0,0.0,0.0
00B1,3.997253,3.15952
10B1,3.589648,2.525635
11W1,2.614033,2.570727
10W0,0.0,0.0
11B1,3.802057,2.503204
11B0,0.0,0.0
10R1,2.650471,3.380123
