room,wall_A_offset,wall_B_offset
00W1,2.833033,2.808634
11R0,0.0,0.0
10W1,3.542314,2.814264
10W0,0.0,0.0
01W1,3.111225,2.859355
00R1,3.693655,3.889767
00B0,0.0,0.0
01W0,0.0,0.0
00R0,0.0,0.0
11B1,3.860378,2.566515
00B1,3.767632,3.654286
10R0,0.0,0.0
