time,x,y,z,pitch,yaw
0.270776,-1495.0,0.0,22.149887,0.0,0.0
0.51444,-1495.0,0.0,22.149887,0.0,0.0
0.769906,-1495.0,0.0,22.149887,0.0,0.174983
1.012321,-1444.112793,0.158805,22.149887,359.602997,0.571986
1.269895,-1294.588867,2.108695,22.149887,358.510559,1.121373
1.517119,-1262.051758,2.711189,22.149887,358.335571,1.121373
1.763184,-1262.051758,2.711189,22.149887,358.335571,1.121373
2.013303,-1262.051758,2.711189,22.149887,358.335571,0.596426
2.271189,-1221.148315,8.012845,22.14991,0.320643,358.311066
2.5212,-1201.13916,7.735325,22.149895,2.455117,359.390228
2.759713,-1150.700562,-0.765654,22.149895,6.551471,358.922394
3.023428,-1064.901855,-2.390245,22.150017,15.688467,357.398285
3.269498,-1056.63562,-2.79117,22.150017,17.376896,357.223297
3.514058,-968.266418,-6.836329,22.150017,19.716545,357.865601
3.759074,-961.101135,-6.999884,22.150017,4.310526,359.175323
4.022233,-852.614258,-8.576202,22.150017,357.744385,359.175323
4.269292,-704.389832,-10.28506,22.150017,359.188324,0.81259
4.51441,-557.3302,-8.547671,22.150017,5.100285,1.162555
4.768337,-405.005585,-5.49938,22.150017,0.987486,1.317966
5.013351,-271.322876,-3.479294,22.150017,8.57595,349.267303
5.273065,-255.9077,31.700136,22.150017,12.697238,339.253174
5.516673,-170.935455,104.817902,22.150017,12.496485,346.087646
5.772593,-101.282349,97.824959,22.150017,35.85334,331.168396
6.020323,-55.849232,71.934303,22.150017,31.933163,338.323883
6.272741,30.949753,14.81846,22.150017,16.317459,358.079102
6.518049,96.453514,-51.840164,22.150017,4.068733,4.576647
6.762515,192.304871,-44.112785,22.150017,355.225464,7.740539
7.017506,343.990204,-24.143414,22.150017,355.225464,7.740539
7.271625,495.203613,-4.634901,22.150017,355.750427,5.049232
7.521693,644.566467,9.589352,22.150017,355.750427,5.049232
7.760768,711.355713,15.533501,22.150017,355.750427,5.049232
8.020191,711.781738,15.571141,22.150017,355.750427,5.049232
8.26768,753.486572,-1.966265,22.150002,356.691956,354.515869
8.514807,759.981812,-2.990137,22.150002,356.691956,354.515869
8.764602,781.816406,0.972721,22.150017,359.674713,1.850911
9.018398,812.275818,1.340545,22.150002,8.700395,356.81427
9.258845,928.009766,-3.085936,22.150017,23.541105,9.302181
9.513582,1060.622314,-49.744419,22.150017,33.577866,26.238478
9.759031,1076.185181,-67.74176,22.150017,42.764126,40.782063
10.017956,1164.373291,-166.171494,22.150017,41.548397,39.129292
10.27049,1308.512329,-163.219406,22.150017,21.36788,19.363092
10.515852,1449.28125,-120.28183,22.150017,7.217896,11.845356
10.769629,1596.922729,-85.247971,22.150017,0.398245,2.197395
11.009664,1717.636841,-9.465027,22.150017,357.847198,355.486267
11.264194,1869.926025,-7.548221,22.150017,357.672211,355.486267
11.519477,2019.471191,4.59236,22.150017,357.672211,355.486267
11.760496,2160.88208,24.63217,22.150017,357.497223,358.453979
12.017753,2310.937988,1.941782,22.150017,357.322235,1.345993
12.264223,2456.85498,-12.279624,22.150017,357.322235,1.345993
12.520864,2610.299561,-1.011495,22.150017,357.322235,1.345993
12.767093,2752.106445,0.868019,22.150017,356.781708,359.739655
13.013356,2759.067871,0.448223,22.150017,356.781708,359.739655
13.263326,2759.067871,0.448223,22.150017,356.781708,359.739655
13.517687,2770.994873,0.986266,22.150017,356.781708,359.739655
13.771852,2778.782227,0.952891,22.150017,356.781708,359.739655
14.015713,2799.388428,1.419758,22.150002,358.430206,344.436798
14.271379,2891.13623,-2.172953,22.150002,359.509766,292.93988
14.511384,3025.115723,-42.898895,22.150002,359.859741,271.160461
14.77065,3063.489502,-190.891144,22.150002,1.391302,284.322815
15.020054,3065.290283,-340.028076,22.150002,2.492093,335.30481
15.264908,3119.679932,-475.499451,22.150002,9.417833,353.431946
15.51136,3221.560791,-580.743774,22.150002,23.176151,24.279802
15.760322,3363.941895,-619.179871,22.150002,16.71678,53.036743
16.013174,3512.643066,-592.484253,22.150002,8.587481,65.357681
16.264374,3640.136719,-520.141113,22.150002,7.646097,72.391541
16.513685,3690.160156,-380.008148,22.150002,4.17974,80.143097
16.760101,3717.318115,-234.680176,22.150002,7.838448,79.061844
17.019426,3700.05957,-84.213982,22.150002,11.981015,68.629784
17.262251,3665.015625,54.459908,22.150002,11.367684,56.271305
17.521038,3665.006104,209.70108,22.150002,11.367684,47.341644
17.759409,3675.880127,351.870972,22.150002,11.367684,20.111387
18.011786,3705.853516,498.749786,22.150002,11.717649,356.371063
18.261946,3753.253418,633.367554,22.150002,12.110071,325.560577
18.510397,3896.282959,668.510681,22.150002,11.410143,309.043945
18.766449,4048.492188,671.72583,22.150002,13.677035,289.589752
19.009632,4190.753418,702.802979,22.150002,22.250553,270.216614
19.263988,4328.170898,660.0625,22.150002,17.374163,266.756561
19.520594,4353.493652,509.724731,22.150002,11.30518,277.516632
19.764303,4378.582031,366.109833,22.150002,12.32865,309.303497
20.013817,4416.525879,286.639038,22.150002,7.986656,336.271912
20.269751,4482.155273,153.558319,22.150002,359.952423,345.008545
20.512741,4568.431152,39.370712,22.150002,353.482544,347.575897
20.767838,4604.133301,22.954784,22.150002,352.108765,356.215027
21.010208,4655.709961,19.542341,22.150002,352.108765,356.215027
21.260199,4768.862305,-2.92539,22.150002,352.108765,356.215027
21.511518,4769.893555,-2.92539,22.150002,352.108765,356.215027
21.762514,4769.893555,-2.92539,22.150002,351.933777,357.31546
22.015421,4772.677246,0.066826,22.150017,352.633728,1.053755
22.259743,4783.72168,1.023698,22.150002,357.783508,354.663635
22.518366,4819.657715,-0.074239,22.150002,4.505057,327.358459
22.759302,4932.376953,-3.353179,22.150002,4.474678,283.335114
23.009027,5016.39209,-111.509972,22.150002,359.929718,268.131378
23.264288,5017.478027,-264.199249,22.150002,7.121423,314.393036
23.508835,5012.893066,-410.486572,22.150002,6.708397,22.615204
23.765673,5086.688965,-541.885498,22.150002,6.183449,66.76136
24.017027,5205.317383,-633.039673,22.150002,358.652191,84.687347
24.268429,5328.352539,-713.050781,22.150002,358.769867,73.06691
24.51421,5461.289551,-775.044983,22.150002,1.098558,51.683044
24.76899,5579.953613,-720.910461,22.150002,359.886414,80.268951
25.017284,5615.062012,-576.55011,22.150002,2.518964,82.37825
25.263931,5652.380371,-478.465851,22.150002,2.85229,79.159103
25.51956,5699.642578,-353.835327,22.150002,2.944349,60.174519
25.76696,5684.447266,-206.315201,22.150002,3.644279,42.872772
26.014721,5701.422852,-59.686707,22.150002,3.22102,12.623618
26.270458,5786.060547,67.087143,22.150002,1.368549,356.657471
26.518204,5887.927246,173.908127,22.150002,1.018584,341.312195
26.767912,5959.275391,305.259766,22.150002,2.532408,314.034882
27.017292,6072.086914,401.991302,22.150002,359.859833,295.211456
27.267536,6203.411621,461.397827,22.150002,357.969147,285.072815
27.518251,6214.960938,464.008392,22.150002,359.122009,268.924072
27.768446,6312.354004,450.934906,22.150002,359.296997,247.882996
28.018583,6333.782227,443.955566,22.150002,359.82196,237.134537
28.268223,6410.214355,385.008148,22.150002,359.646973,227.963593
