room,time
11W0,2.825356
11R0,9.183929
10R1,14.257371
00B1,22.672798
10W1,31.652018
01W0,43.328911
11B1,49.671822
01R0,60.530422
11B0,66.505157
10R0,74.323898
00R0,81.208382
11R1,87.338242
