room,wall_A_offset,wall_B_offset
10W0,0.0,0.0
01B1,3.5674,3.630528
01W0,0.0,0.0
10B1,3.850261,3.259362
11B1,3.941267,3.613178
10R1,2.811197,2.954665
11W0,0.0,0.0
11R1,3.048921,2.599887
01W1,3.152562,3.916181
10R0,0.0,0.0
00B0,0.0,0.0
00R1,3.88638,2.908933
