room,wall_A_offset,wall_B_offset
01B1,2.782449,2.994812
10R1,3.212622,3.320429
11R0,0.0,0.0
11W1,3.117405,2.713782
00W1,2.735664,2.898495
10W1,3.243294,3.929685
00B1,3.385708,2.761437
11R1,3.460829,3.96997
11B0,0.0,0.0
00B0,0.0,0.0
11B1,3.199942,2.553148
10R0,0.0,0.0
