room,time
00R1,3.424633
11R0,10.845856
01R0,16.177372
01B1,22.158285
11W1,32.194798
11R1,40.586864
10R1,49.349728
00B0,59.748852
00R0,66.013222
00W1,73.302216
00W0,80.297226
01B0,86.140869
