room,wall_A_offset,wall_B_offset
10R1,2.935575,3.572115
11B0,0.0,0.0
11R0,0.0,0.0
10B0,0.0,0.0
01R1,3.080462,2.583361
01W0,0.0,0.0
00W0,0.0,0.0
01B1,2.667821,2.832804
00W1,3.890774,2.91937
11W0,0.0,0.0
10W1,3.387631,3.316355
00R0,0.0,0.0
