time,x,y,z,pitch,yaw
0.258987,-1495.0,0.0,22.149887,0.0,0.0
0.511259,-1495.0,0.0,22.149887,0.174983,0.0
0.761995,-1467.421387,0.0,22.149887,356.223511,0.0
1.017164,-1331.227417,-1.580782,22.149887,347.883362,358.698242
1.260306,-1298.080444,-2.267987,22.149887,347.883362,358.698242
1.511368,-1298.080444,-2.267987,22.149887,347.883362,358.698242
1.763577,-1296.937622,-2.293957,22.149887,347.883362,358.698242
2.02124,-1227.671021,-1.239713,22.14991,350.125366,357.99884
2.269691,-1205.966431,9.569576,22.149895,1.951189,335.233429
2.519995,-1169.61853,1.052263,22.149895,1.93678,307.649872
2.762579,-1047.282593,-5.497613,22.150002,359.671478,291.854858
3.018346,-939.169373,-99.279427,22.150002,359.459351,291.400452
3.259439,-892.830566,-235.738632,22.150002,359.284363,7.616867
3.517946,-871.173096,-388.948914,22.150002,0.154968,57.764374
3.772092,-831.616028,-535.394287,22.150002,0.675445,29.24419
4.020847,-750.2323,-650.976257,22.149986,359.301239,353.123016
4.262962,-625.740967,-712.099487,22.150002,359.500458,25.181709
4.517727,-476.471893,-681.547913,22.150002,1.023113,59.660534
4.769152,-333.616241,-634.960327,22.150002,1.701492,77.718208
5.019812,-263.659668,-507.513,22.150002,1.876475,79.744667
5.267266,-286.918457,-364.343658,22.150002,358.400208,63.806435
5.513252,-321.579315,-221.453003,22.150002,359.100159,42.694027
5.771118,-304.294525,-68.691765,22.150002,1.183557,19.685492
6.014524,-234.465622,58.626461,22.150002,4.410606,357.606293
6.268865,-189.553375,204.131119,22.150002,5.071128,337.711212
6.520582,-104.755394,320.811279,22.150002,4.576418,316.572968
6.764271,38.99749,342.554504,22.150002,3.243306,291.753143
7.012227,94.584297,358.810181,22.150002,3.243306,275.142242
7.262402,153.486771,314.10437,22.150002,5.506804,266.141632
7.511292,139.370773,170.544373,22.150002,3.86894,306.730011
7.759901,162.36998,116.786591,22.150002,359.232422,353.880249
8.014615,237.677002,95.870003,22.150002,359.232422,2.226009
8.272536,359.514008,2.881687,22.150002,353.84549,357.980377
8.519699,505.60907,-19.515802,22.150002,353.670502,355.632355
8.761983,611.498352,-26.59112,22.150002,351.259766,10.052938
9.020714,668.838806,-18.543596,22.150002,350.734802,5.158816
9.265321,769.759888,1.032551,22.150002,350.384827,2.382334
9.514819,769.759888,1.032551,22.150002,350.209839,0.823338
9.762048,769.759888,1.032551,22.150002,350.209839,0.823338
10.019109,773.705261,1.035761,22.150002,354.708466,359.973938
10.261423,785.513062,1.142095,22.150017,356.094818,354.718262
10.509098,826.81842,1.453666,22.150002,359.837677,320.915009
10.759406,960.753296,-9.351235,22.150002,4.295658,298.924652
11.011862,1008.318604,-56.821796,22.150002,25.640114,310.25769
11.271522,1114.687256,-164.368347,22.150002,22.453753,345.293091
11.51884,1139.174805,-309.190735,22.150002,17.997391,11.926974
11.764115,1180.622314,-449.461548,22.150002,8.496461,31.789629
12.013389,1314.346436,-507.347626,22.150002,1.491069,49.98484
12.26165,1453.572754,-545.777039,22.150002,1.520132,75.871971
12.520958,1590.378052,-473.304199,22.150002,1.520132,75.99646
12.763876,1666.962769,-349.999359,22.150002,1.638224,48.472736
13.019987,1774.727905,-241.597198,22.150002,0.413346,30.42219
13.260498,1872.020996,-137.824661,22.150002,359.415375,8.211892
13.513944,2000.13562,-66.050049,22.150002,359.240387,4.144953
13.767279,2125.883057,16.073738,22.150002,359.240387,4.144953
14.021194,2276.712158,36.208038,22.150002,359.240387,4.144953
14.269251,2425.317383,43.382343,22.150002,357.044769,357.622742
14.509851,2568.265869,30.800644,22.150002,356.413025,356.162445
14.763702,2696.259766,-13.644571,22.150002,356.413025,357.892548
15.009738,2698.55542,-14.006618,22.150002,356.413025,0.684033
15.25851,2737.713623,1.033,22.150002,356.413025,0.684033
15.50866,2753.964355,0.565685,22.150002,356.413025,0.684033
15.772162,2775.821777,0.946134,22.150002,356.413025,0.684033
16.011284,2791.185303,1.443774,22.150017,357.196045,341.780731
16.264505,2854.104736,1.458847,22.150002,358.545868,313.609711
16.514292,2950.852051,-9.649643,22.150002,358.195892,292.533051
16.759666,2976.511475,-55.08503,22.150002,357.670929,334.87085
17.009834,3010.469971,-192.40567,22.150002,355.979645,55.222469
17.264265,3012.455566,-285.397949,22.150002,356.430817,82.25679
17.519655,3069.335693,-321.002289,22.150002,356.698853,27.492584
17.762131,3152.116699,-437.267761,22.150002,356.698853,359.145752
18.010921,3276.259521,-513.624512,22.150002,356.523865,359.157745
18.270578,3364.551758,-635.756409,22.150002,357.048828,26.492819
18.509655,3481.001221,-615.931458,22.150002,356.920258,57.725601
18.765512,3602.08252,-524.458984,22.150002,357.095245,74.423424
19.014408,3659.653076,-388.877716,22.150002,356.920258,80.194862
19.258615,3686.06543,-244.920868,22.150002,355.998627,67.38755
19.519464,3665.033936,-90.049461,22.150002,357.178223,40.000561
19.760262,3685.793945,52.364933,22.150002,357.35321,22.3312
20.012873,3756.136475,185.28331,22.150002,357.528198,354.178345
20.25881,3828.904053,311.76239,22.150002,357.846893,330.47348
20.52133,3922.583008,436.519531,22.150002,357.846893,303.777069
20.769356,4050.530273,510.834564,22.150002,357.671906,282.810608
21.018642,4196.906738,538.928894,22.150002,357.846893,267.47821
21.27022,4275.229492,538.726746,22.150002,358.021881,265.833099
21.520136,4342.227539,533.846375,22.150002,358.021881,265.833099
21.758484,4459.605469,465.309723,22.150002,358.196869,267.230011
22.00841,4471.527344,319.062164,22.150002,356.371429,305.725983
22.264641,4470.297363,166.485275,22.150002,355.240326,331.669586
22.518066,4544.602539,78.622086,22.150002,354.360168,347.717133
22.764881,4587.471191,70.552155,22.150002,354.360168,349.500702
23.017876,4711.558594,13.174361,22.150002,353.189392,351.584412
23.262066,4718.631348,9.325665,22.150002,352.585968,357.747528
23.524189,4718.631348,9.325665,22.150002,352.585968,357.747528
23.763416,4723.405762,9.137902,22.150002,352.585968,357.747528
24.008394,4779.233398,5.610749,22.150002,352.585968,357.747528
24.270796,4796.73291,2.48104,22.150002,355.780579,359.7435
24.511267,4863.142578,-0.492473,22.150002,7.012627,359.568512
24.762924,4918.251953,-1.287714,22.150002,12.096738,359.218536
25.009029,4942.501953,-1.618525,22.150002,9.177632,359.218536
25.259018,4942.501953,-1.618525,22.150002,6.65627,314.147644
25.513374,4942.501953,-1.618525,22.150002,7.719995,320.050415
25.763638,4942.501953,-1.618525,22.150002,8.319481,35.268452
26.018511,4942.501953,-1.618525,22.150002,7.969516,48.801968
26.264002,4975.72998,-41.471832,22.150002,6.560028,12.499128
26.515409,5086.359375,-129.824646,22.150002,4.238839,350.488129
26.765413,5229.451172,-116.267281,22.150002,3.750316,351.362213
27.013252,5367.248535,-67.510612,22.150002,0.999879,1.652963
27.268503,5520.19043,-59.689198,22.150002,359.620239,1.977625
27.50952,5662.313965,-42.142376,22.150002,358.612335,1.802642
27.760981,5811.324219,-21.985098,22.150002,358.612335,1.802642
28.015068,5963.674316,-16.41007,22.150002,357.374329,1.452677
28.270828,6117.092285,-12.937425,22.150002,355.325043,0.373311
28.514788,6263.463379,-12.009484,22.150002,355.325043,0.198329
28.767363,6415.007324,-11.470659,22.150002,356.461823,0.023346
29.015474,6563.873047,-11.308494,22.150002,357.514282,0.023346
29.263514,6698.189941,-11.546722,22.150002,355.491333,359.532593
29.514244,6700.781738,-10.543512,22.150002,355.491333,359.532593
29.770649,6700.870605,0.502505,22.150002,355.491333,359.532593
30.015633,6706.022949,0.460473,22.150002,355.491333,359.532593
30.26437,6775.585449,1.033057,22.150002,355.491333,359.532593
30.51194,6791.014648,1.44275,22.150002,355.362183,346.041382
30.763206,6853.496582,1.458275,22.150002,359.479126,317.864777
31.018553,6972.61377,-11.613341,22.150002,0.270869,299.042694
31.268894,6998.463867,-54.019127,22.150002,3.175588,316.241882
31.521694,7090.671875,-165.044189,22.150002,3.175588,26.163605
31.758739,7121.238281,-302.704834,22.150002,2.900111,55.029202
32.009602,7149.095703,-450.219635,22.150002,4.314692,20.680828
32.26944,7249.780273,-553.520996,22.150002,3.789744,12.892799
32.515205,7395.112793,-533.269165,22.150002,3.789744,52.000454
32.764549,7538.54834,-493.528778,22.150002,2.048292,73.292557
33.01688,7632.222168,-381.863037,22.150002,1.87331,73.292557
33.26593,7679.958008,-240.274155,22.150002,1.698327,71.713112
33.511391,7726.117676,-100.416611,22.150002,1.698327,71.713112
33.769527,7711.722168,50.89053,22.150002,3.22015,58.768196
34.020622,7677.898438,197.675064,22.150002,3.395132,52.442398
34.270729,7669.3125,347.012451,22.150002,3.395132,32.278465
34.518593,7707.371094,489.955475,22.150002,3.214893,6.561965
34.764709,7809.988281,592.494385,22.150002,2.679375,330.810303
35.010281,7952.291504,624.623047,22.150002,3.344385,304.227539
35.266998,8099.638184,630.869568,22.150002,2.644455,277.304413
35.519749,8132.422852,633.231506,22.150002,2.29449,272.140381
35.758602,8254.574219,621.579041,22.150002,2.29449,272.140381
36.013142,8325.21875,495.292084,22.150002,2.644455,276.06424
36.269035,8306.759766,344.585815,22.150002,2.18581,317.396942
36.512444,8281.354492,321.997955,22.150002,1.835845,335.183044
36.768906,8319.533203,330.006561,22.150002,0.882778,332.407166
37.014706,8385.222656,324.44632,22.150002,0.707795,331.969849
37.26178,8490.844727,251.049026,22.150002,0.707795,331.969849
37.519917,8484.584961,103.108368,22.150002,359.461792,343.14325
37.762012,8551.001953,9.587742,22.150002,359.461792,349.150146
38.01656,8597.710938,-3.964189,22.150002,358.271271,3.718703
38.259464,8679.354492,1.333703,22.150002,357.059692,2.892172
38.51997,8726.12207,4.069611,22.150002,356.054779,2.585673
38.760075,8723.865234,8.257481,22.150002,356.054779,2.585673
39.013912,8733.242188,4.008639,22.150002,354.40863,359.932556
39.270901,8774.602539,1.027355,22.150002,353.784607,359.339844
39.513744,8788.142578,1.458531,22.150002,355.958405,340.220337
39.771053,8840.72168,1.530642,22.150002,1.640773,319.268097
40.01659,8979.833008,-2.096182,22.150002,5.682676,303.427704
40.262222,9077.546875,-101.425575,22.150002,6.343271,305.114746
40.508987,9035.867188,-241.272202,22.150002,4.064503,32.316814
40.764763,8964.145508,-376.364136,22.150002,1.808714,70.086021
41.011372,8953.915039,-426.32193,22.150002,2.475978,38.343685
41.267124,9035.759766,-503.608887,22.150002,1.689979,13.119885
41.517956,9184.317383,-498.828278,22.150002,2.039944,15.255581
41.763298,9330.170898,-485.428528,22.150002,1.911469,60.926491
42.009193,9434.734375,-391.787323,22.150002,2.261434,68.870613
42.265575,9555.054688,-298.344147,22.150002,2.885148,74.194435
42.520279,9621.379883,-162.383438,22.150002,2.885148,74.194435
42.760208,9686.445312,-42.676743,22.150002,5.240951,47.691704
43.010124,9728.933594,100.292107,22.150002,5.240951,33.740765
43.26791,9765.829102,249.899963,22.150002,4.366038,22.691961
43.511158,9876.960938,342.665466,22.150002,3.841091,2.691146
43.770962,9977.207031,460.914124,22.150002,4.52785,324.219452
44.014477,10038.391602,536.209412,22.150002,4.046253,287.063599
44.26012,10101.222656,552.335144,22.150002,4.046253,283.543915
44.519695,10236.764648,585.202515,22.150002,4.046253,283.543915
