room,time
00R1,2.837455
11R1,12.661977
00W0,23.388849
11R0,29.625759
01R1,37.178558
10B1,46.166241
01B0,55.669407
01B1,61.696507
10B0,71.629532
00B1,78.778358
11B1,88.561615
10W0,99.04718
