room,time
11B1,2.970403
01W0,11.292735
01R1,16.743788
11R1,25.082176
00R1,33.788097
11B0,43.629227
11W0,50.463966
01B0,57.057323
10B1,62.801601
10R1,70.757256
11W1,79.674301
00W0,89.310875
