room,wall_A_offset,wall_B_offset
11B1,2.712729,3.530641
01W0,0.0,0.0
01R1,2.772195,3.901257
11R1,3.420591,3.190008
00R1,3.829844,2.740516
11B0,0.0,0.0
11W0,0.0,0.0
01B0,0.0,0.0
10B1,3.759712,3.398572
10R1,3.388318,2.859493
11W1,3.812906,3.553621
00W0,0.0,0.0
